1899305;1191537;0.6048013665281;1693;2046
3205338;4352212;0.6192085271672518;2367;1798
3548289;7503623;0.5860429080230427;2072;2024
4138124;6223399;0.6704722575876707;1063;1880
4724840;2970692;0.7704112105034977;1480;661
7645050;239729;0.7979777952364238;756;287
535423;1938313;0.7201616065954033;853;1764
40310;688322;0.8108219943776769;368;423
54147;1365845;0.7721906298674396;2014;146
548173;1026397;0.6709198338985412;2321;1818
11060531;3349845;0.7391648863310186;487;1623
1231733;1873913;0.7777849988627501;1090;754
231630;1799582;0.7690325513617788;1281;1192
182734;4839091;0.8018830060847597;817;275
20478;371173;0.6965518973345539;2096;1405
1592806;6254888;0.7720880909974216;1595;286
11140843;7326660;0.4745812096726494;2393;2212
26866107;4943842;0.7460823562982848;1257;1126
40248;1688524;0.7426566407522965;1620;707
614192;1675952;0.7676603191549984;1230;644
27486376;3269894;0.7916137013967233;261;862
1438662;1935420;0.7232606787428806;2302;871
26751;2570;0.8673166477292823;67;82
75049;837524;0.8097232683500367;212;781
44062;31196;0.8221420519759974;1205;38
4217326;6459025;0.7432218114748207;2124;562
2656271;7471330;0.6966122825717959;1503;1623
62389;2402080;0.7752758452375154;71;1665
698720;174816;0.7036174535680284;2407;395
1836020;3094398;0.7921626401592811;463;1016
69937;6282404;0.8090030223425483;451;819
42889;4512569;0.7461062564491311;1721;1380
38785187;7900960;0.787233521743695;722;995
35408416;5901214;0.7502643285299503;1803;963
1131151;139726;0.7535681974442784;1306;1054
1358453;69098;0.7159482085218338;1927;1207
42943213;7996877;0.7815299260528451;809;732
1352320;7189299;0.7709937680678474;913;1443
362728;4575182;0.6455500704097302;2248;1779
144056;15711;0.8895101807366627;2;46
1158235;4386400;0.7354331525595794;2108;902
194422;108976;0.8675811331058148;165;24
2621261;1186577;0.7966728959467946;551;844
255217;176141;0.7582071828414222;1404;1021
25916521;29261;0.8356329959573775;792;8
533793;644797;0.7455350836851795;1188;1376
870889;552285;0.7653900588093525;1023;1274
3924362;7231327;0.7760222972855901;862;1062
7839;84340;0.8379474777550682;168;365
18605319;1232949;0.7538073655189528;1161;1316
1668007;6953912;0.837378566444672;182;393
952842;3614732;0.6175799403523432;2375;1679
3063695;5119706;0.6663964956790623;1943;1673
2301427;5527568;0.8034301808783224;249;517
3369678;771197;0.7488206278692455;873;1312
771465;2032001;0.7996588151461048;800;371
4671574;207943;0.7265986156907696;2080;1261
218879;101114;0.7841578955475237;1880;325
46438;5584386;0.7784621416195023;640;971
1137435;565765;0.7487548292726743;1373;1424
1953585;175208;0.759843945621386;2121;464
1029182;7429540;0.7038686718028375;2290;1036
1625712;6157719;0.6576520834852521;1797;1736
20038;7796525;0.764226294110087;2005;497
677;372188;0.7899889406836605;1430;33
14511671;2995737;0.7880716332870488;777;830
45071;207943;0.5675333839745802;1058;2221
1315845;4797307;0.7919137494974972;491;688
229180;1496689;0.6527374136211812;1104;2034
72711;471573;0.7998948804233459;214;1152
23369987;296181;0.776922351857591;747;703
12595430;8162504;0.7368296329435962;132;1841
2906866;429318;0.7854942509937426;670;809
534400;4627159;0.8775498665587321;64;83
2783063;6914652;0.8240619988385927;270;208
1042464;1621841;0.7864305890286585;1059;743
1645067;4798101;0.7692122944130801;1722;702
25512250;2810;0.7430634826899403;2015;1004
2585984;112097;0.6257037932241938;1760;1947
103533;157126;0.8585355440940943;85;211
33899852;6439885;0.7824133570839522;1076;802
24097;7616782;0.7608701564930536;1570;496
2037020;343411;0.7923753631134598;284;896
15047;738367;0.7677770765083183;1501;819
4495335;79920;0.7221224617208075;2340;132
4765088;1824964;0.7912088876480319;1171;330
55671;205477;0.6956167479827418;531;1911
1586235;322267;0.7770426779716169;1127;722
67065;3111481;0.7632573263449292;1661;202
39616709;2607316;0.49386749932227425;2230;2222
231687;65003;0.7598152556470728;1732;638
3732417;5615389;0.7904593644824546;453;574
4100885;117404;0.7647320281786536;1639;518
161019;4242790;0.7379969747912016;1406;1315
277226;12303;0.8069696720936006;827;155
25424;640993;0.6645929040415056;1675;1770
43507260;502168;0.7027028929006114;1858;1429
6328320;360052;0.7127244330973304;311;1799
1847057;420864;0.7424356051602923;1351;1028
1276799;1970073;0.701761091257842;2304;1136
487354;1188995;0.5502473555925613;1120;2222
986353;244399;0.7171681111284676;1664;1412
580297;7308166;0.7928347488531582;1364;111
40922;6064541;0.782253529744591;452;1340
59865;7624802;0.7370701064847084;2251;605
157932;2122891;0.7845798307724147;354;1013
71630;5153346;0.7250962646757649;625;1557
8946;407533;0.5289230072309556;1407;2322
206753;334530;0.7562064486149989;1852;842
58608;1156395;0.8681789895235816;159;8
53064;3057659;0.7521449760045983;1314;794
3852459;3172467;0.751666229535308;1926;724
838989;5108270;0.768785924799785;865;1050
2656362;6119818;0.606680396111621;1562;2047
152420;7141342;0.8064949837759624;514;917
53039;82549;0.7315792821571985;1318;1413
3305892;1896207;0.7457093041844638;2273;784
22399366;4110759;0.6634890298507047;290;1964
175560;533764;0.5536985326831754;2442;2033
592505;5174165;0.6915407327423152;1755;1483
4916402;2844892;0.6311836100424271;2080;1847
87027;5379095;0.6820482432728702;1357;1723
181334;183754;0.6848809377856409;1761;1600
363890;317202;0.7385222398873236;2247;816
1560204;2072456;0.7527843442576565;722;1517
28730;4280684;0.8181561449532422;843;280
627040;385974;0.8010849707532958;545;755
439526;1325977;0.7608931253168496;1441;841
1072853;4455147;0.6874812703794063;653;1934
1055437;4898341;0.7749919126635473;1101;686
1065362;8373882;0.7559990609096592;1453;1208
28676005;115340;0.7668575011381027;1444;689
1371370;4589584;0.649454975858739;1132;1955
19196523;310339;0.8227265088196758;548;188
360788;180912;0.7456845569286908;1909;1001
29087;151085;0.8023859053827102;1251;234
37121257;8284606;0.8189096120882675;864;307
11756462;27110;0.5869072900554525;995;2177
37847650;6401065;0.6417152917411517;2276;1711
593737;679888;0.7709081699302656;2047;148
39524578;5990218;0.5508114388364369;1393;2226
39603595;7671200;0.6431829577073684;1812;1942
40351757;6168631;0.6685038911101031;1489;1767
5715;15454;0.7984750730968398;1184;174
41143378;6469445;0.7882873423885649;502;823
23875846;6009386;0.7306639361017973;1758;1343
897855;81111;0.610065405402488;1686;2038
26605226;7588234;0.7215293229133748;2363;770
43261640;7819065;0.5272078303014271;1720;2281
42035548;8017591;0.769299316594375;1451;681
2606518;1805290;0.7476121031103289;1011;1596
5177435;6871800;0.8057110982821301;229;1027
6662091;975284;0.7663835812486024;1970;774
338046;363715;0.7558751620536823;1508;816
7905090;987772;0.7549954174691014;1785;897
2867718;5018214;0.8189582406474991;385;301
576704;1240471;0.6975848536808427;1030;1919
5014146;2772752;0.7385720531111117;1351;1229
6884590;2951661;0.8277170477292459;125;654
1363423;4100464;0.6494895131132297;1761;1804
2292623;3654168;0.795344430499584;447;920
967164;1440412;0.6881341582245517;906;1833
16949837;4279182;0.7737957572244887;421;1401
17385860;2256731;0.7814146411081621;798;605
32167;168611;0.8107398195598612;196;546
576694;3337528;0.6790000903713745;1151;1846
3654507;978818;0.7843350808052054;901;978
10130725;2409627;0.7730092002024065;1495;832
6661945;987793;0.7475092014477371;71;1892
953448;4712403;0.6945121923000599;673;1812
52085;264118;0.8217873350417416;616;99
306769;264827;0.8415185760014472;124;214
156968;767863;0.8038073584917159;409;607
28691;1034;0.7485737121399689;1558;1048
31032;1035;0.8086039373967358;1149;28
25291;1036;0.8074603064311797;459;379
29400;5935330;0.7479561438080217;391;1634
369688;4337457;0.6806066337050419;1827;1541
2578582;1540101;0.7620605881801832;1440;802
8456;5682983;0.7759385248381567;703;1097
34151;4672712;0.8931134645787222;36;27
164901;1325597;0.7232991648247878;1920;1208
579400;2772711;0.6727927335740286;1865;1625
106164;1767289;0.7324027410705252;1839;1151
413102;268391;0.8200844213150784;998;34
102505;159332;0.7595727959298288;1381;511
3255539;2108549;0.8366404174608844;84;422
8914599;2985855;0.6295162912038758;1034;2045
4248265;2985974;0.6343837928350812;1867;1799
65948;7801856;0.7565733837697021;135;1668
24511;47496;0.8253876498257585;561;127
